Tipo de Asunto,Número completo del expediente,Número del expediente,Año,Acumulación de asuntos,Actor promovente,Actor legitimado de acuerdo a la CPEUM,Categoría del actor legitimado,Nombre del partido político cuando éste sea actor legitimado,Nombre(s) del (los) partido(s) político(s) que forman la minoría legislativa legitimada,Artículos constitucionales que se estiman violados,Fecha de ingreso a la SCJN,Fecha del acuerdo de radicación y turno,Ministro instructor designado en el auto de radicación y turno,Fecha del acuerdo inicial,Sentido del acuerdo inicial,Recurso de Reclamación,Asunto concluido por acuerdo,Fecha del acuerdo por el que se concluyó el asunto,Órgano resolutor de la sentencia ejecutoria,Fecha de sentencia ejecutoria,Nombre del ministro ponente,Fecha de notificación de la sentencia ejecutoria,Norma válida,Inconstitucionalidad,Norma inválida,Norma sobreseida,Sentencia desestimada,Sentencia otra,Tema de la Acción de Inconstitucionalidad,Órgano legislativo emisor de la norma impugnada,Nivel de gobierno del órgano legislativo emisor de la norma impugnada,Número de la legislatura del órgano emisor de la norma impugnada,Órgano que promulgó la norma impugnada,Nivel de gobierno del órgano que promulgó la norma impugnada,Entidad federativa del órgano emisor y promulgador de la norma impugnada,Norma impugnada,Validez territorial de la norma impugnada,Tipo de la norma impugnada,Fecha(s) de publicación de la norma impugnada,Órgano legislativo emisor de la norma impugnada 2,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 2,Número de la legislatura del órgano emisor de la norma impugnada 2,Órgano que promulgó la norma impugnada 2,Nivel de gobierno del órgano que promulgó la norma impugnada 2,Entidad federativa del órgano emisor y promulgador de la norma impugnada 2,Norma impugnada 2,Validez territorial de la norma impugnada 2,Tipo de la norma impugnada 2,Fecha(s) de publicación de la norma impugnada 2,Órgano legislativo emisor de la norma impugnada 3,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 3,Número de la legislatura del órgano emisor de la norma impugnada 3,Órgano que promulgó la norma impugnada 3,Nivel de gobierno del órgano que promulgó la norma impugnada 3,Entidad federativa del órgano emisor y promulgador de la norma impugnada 3,Norma impugnada 3,Validez territorial de la norma impugnada 3,Tipo de la norma impugnada 3,Fecha(s) de publicación de la norma impugnada 3,Órgano legislativo emisor de la norma impugnada 4,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 4,Número de la legislatura del órgano emisor de la norma impugnada 4,Órgano que promulgó la norma impugnada 4,Nivel de gobierno del órgano que promulgó la norma impugnada 4,Entidad federativa del órgano emisor y promulgador de la norma impugnada 4,Norma impugnada 4,Validez territorial de la norma impugnada 4,Tipo de la norma impugnada 4,Fecha(s) de publicación de la norma impugnada 4,Órgano legislativo emisor de la norma impugnada 5,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 5,Número de la legislatura del órgano emisor de la norma impugnada 5,Órgano que promulgó la norma impugnada 5,Nivel de gobierno del órgano que promulgó la norma impugnada 5,Entidad federativa del órgano emisor y promulgador de la norma impugnada 5,Norma impugnada 5,Validez territorial de la norma impugnada 5,Tipo de la norma impugnada 5,Fecha(s) de publicación de la norma impugnada 5,Órgano legislativo emisor de la norma impugnada 6,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 6,Número de la legislatura del órgano emisor de la norma impugnada 6,Órgano que promulgó la norma impugnada 6,Nivel de gobierno del órgano que promulgó la norma impugnada 6,Entidad federativa del órgano emisor y promulgador de la norma impugnada 6,Norma impugnada 6,Validez territorial de la norma impugnada 6,Tipo de la norma impugnada 6,Fecha(s) de publicación de la norma impugnada 6,Órgano legislativo emisor de la norma impugnada 7,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 7,Número de la legislatura del órgano emisor de la norma impugnada 7,Órgano que promulgó la norma impugnada 7,Nivel de gobierno del órgano que promulgó la norma impugnada 7,Entidad federativa del órgano emisor y promulgador de la norma impugnada 7,Norma impugnada 7,Validez territorial de la norma impugnada 7,Tipo de la norma impugnada 7,Fecha(s) de publicación de la norma impugnada 7,Órgano legislativo emisor de la norma impugnada 8,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 8,Número de la legislatura del órgano emisor de la norma impugnada 8,Órgano que promulgó la norma impugnada 8,Nivel de gobierno del órgano que promulgó la norma impugnada 8,Entidad federativa del órgano emisor y promulgador de la norma impugnada 8,Norma impugnada 8,Validez territorial de la norma impugnada 8,Tipo de la norma impugnada 8,Fecha(s) de publicación de la norma impugnada 8,¿Se hace referencia a disposiciones internacionales?,Disposición(es) internacional(es) en escrito inicial,Disposición(es) internacional(es) en pedimento de la PGR,Disposición(es) internacional(es) en informes,Disposición(es) internacional(es) en sentencia,Disposición(es) internacional(es) en voto separado,En caso de informes; quien  hace mención a la(s) disposición(es) internacional(es),En caso de voto separado; tipo de voto y quien(es) emite(n) el voto separado,
Acción de Inconstitucionalidad,00010/1996-00,10,1996,,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRD,NO APLICA,54; FRACCIONES V Y VI.,07.12.1996,09.12.1996,MARIANO AZUELA GÜITRÓN,09.12.1996,ADMISIÓN,NO,NO,,PLENO,13.01.1997,MARIANO AZUELA GÜITRÓN,23.01.1997,NORMA (A): CÓDIGO FEDERAL DE INSTITUCIONES Y PROCEDIMIENTOS ELECTORALES. ART.: 12 Y 15.,NO,,,,,ELECTORAL,CONGRESO DE LA UNIÓN,FEDERAL,,PRESIDENTE CONSTITUCIONAL DE LOS ESTADOS UNIDOS MEXICANOS,FEDERAL,DISTRITO FEDERAL,NORMA (1): CÓDIGO FEDERAL DE INSTITUCIONES Y PROCEDIMIENTOS ELECTORALES. ART.: 13; PÁRRAFO TERCERO. 15.,(1) FEDERAL,(1) CÓDIGO,(1) 22.11.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00001/1997-00,1,1997,,INTEGRANTES DE LA LXVII LEGISLATURA DEL CONGRESO DEL ESTADO DE MICHOACÁN,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PAN - PRD,117; FRACCIÓN VIII; PÁRRAFO SEGUNDO. 134.,06.01.1997,09.01.1997,GENARO DAVID GÓNGORA PIMENTEL,13.01.1997,ADMISIÓN,NO,NO,,PLENO,25.03.1999,JOSÉ VICENTE AGUINACO ALEMÁN,16.04.1999,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,ADMINISTRATIVA,CONGRESO DEL ESTADO DE MICHOACÁN,ESTATAL,LXVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE MICHOACÁN,ESTATAL,MICHOACÁN,NORMA (1): LEY DE OBRAS PÚBLICAS DEL ESTADO DE MICHOACÁN. ART.: 50; FRACCIÓN VII.,(1) ESTATAL,(1) LEY,(1) 02.12.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00002/1997-00,2,1997,,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRD,NO APLICA,14. 16. 105; FRACCIÓN II. 106; FRACCIÓN IV.,31.01.1997,31.01.1997,GUILLERMO I. ORTIZ MAYAGOITIA,31.01.1997,ADMISIÓN,NO,NO,,PLENO,13.02.1997,GUILLERMO I. ORTIZ MAYAGOITIA,10.03.1997,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. VII Y VIII; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,ELECTORAL,CONGRESO DEL ESTADO DE CAMPECHE,ESTATAL,LV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CAMPECHE,ESTATAL,CAMPECHE,NORMA (1): DECRETO 247 DE FECHA 3 DE ENERO DE 1997 QUE REFORMÓ AL CÓDIGO ELECTORAL DEL ESTADO DE CAMPECHE.,(1) ESTATAL,(1) DECRETO,(1) 04.01.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00003/1997-00,3,1997,,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRD,NO APLICA,13. 16. 17; PÁRRAFO TERCERO. 40. 41. 71. 72. 94. 95; FRACCIONES III; IV Y V. 99. 100; PÁRRAFO SEXTO. 116; FRACCIÓN III Y IV; INCISO H). 120. 128. 133.,24.03.1997,25.03.1997,SERGIO SALVADOR AGUIRRE ANGUIANO,25.03.1997,ADMISIÓN,NO,NO,,PLENO,17.04.1997,SERGIO SALVADOR AGUIRRE ANGUIANO,28.04.1997,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. VII; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,ELECTORAL,CONGRESO DEL ESTADO DE OAXACA,ESTATAL,LVI,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE OAXACA,ESTATAL,OAXACA,NORMA (1): DECRETO 153 QUE REFORMA Y ADICIONA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE OAXACA.,(1) ESTATAL,(1) DECRETO,(1) 08.03.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00004/1997-00,4,1997,,INTEGRANTES DE LA LVI LEGISLATURA DEL CONGRESO DEL ESTADO DE AGUASCALIENTES,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PAN,14. 16. 116.,18.06.1997,20.06.1997,JOSÉ DE JESÚS GUDIÑO PELAYO,24.06.1997,ADMISIÓN,NO,NO,,PLENO,29.06.1998,JOSÉ DE JESÚS GUDIÑO PELAYO,03.08.1998,NORMA (A): DECRETO NÚMERO 80 POR EL QUE SE REFORMAN LOS ARTÍCULOS 37; 67 Y 84 DE LA LEY ORGÁNICA DEL CONGRESO DEL ESTADO DE AGUASCALIENTES. ART.: TODO.,NO,,,,,ADMINISTRATIVA,CONGRESO DEL ESTADO DE AGUASCALIENTES,ESTATAL,LVI,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE AGUASCALIENTES,ESTATAL,AGUASCALIENTES,NORMA (1): DECRETO 80 QUE CONTIENE LA REFORMA A LOS ARTÍCULOS 38; 67 Y 84 DE LA LEY ORGÁNICA DEL CONGRESO DEL ESTADO DE AGUASCALIENTES.,(1) ESTATAL,(1) DECRETO,(1) 25.05.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00005/1997-00,5,1997,,INTEGRANTES DE LA LIV LEGISLATURA DEL CONGRESO DEL ESTADO DE COAHUILA,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PAN - PRD,1. 13. 14. 16. 17. 40. 41. 73; FRACCIÓN X. 124. 128. 133.,28.08.1997,29.08.1997,JUAN N. SILVA MEZA,02.09.1997,ADMISIÓN,NO,NO,,PLENO,02.03.1999,JUAN N. SILVA MEZA,22.03.1999,NORMA (A): CÓDIGO CIVIL PARA EL ESTADO DE COAHUILA. ART.: 2807. NORMA (B): CÓDIGO DE PROCEDIMIENTOS CIVILES DEL ESTADO DE COAHUILA. ART.: 430; FRACCIÓN IX; 468; 469; 470; 471; 472; 473; 474; 475; 476; 477; 478; 479; 480; 481; 482; 483; 484; 485; 486; 487 Y 488.,NO,,,,,CIVIL,CONGRESO DEL ESTADO DE COAHUILA,ESTATAL,LIV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE COAHUILA,ESTATAL,COAHUILA,NORMA (1): CÓDIGO CIVIL PARA EL ESTADO DE COAHUILA. ART.: 2807.,(1) ESTATAL,(1) CÓDIGO,(1) 29.07.1997,CONGRESO DEL ESTADO DE COAHUILA,ESTATAL,LIV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE COAHUILA,ESTATAL,COAHUILA,NORMA (2): CÓDIGO DE PROCEDIMIENTOS CIVILES DEL ESTADO DE COAHUILA. ART.: 430; FRACCIÓN IX. 468. 469. 470. 471. 472. 473. 474. 475. 476. 477. 478. 479. 480. 481. 482. 483. 484. 485. 486. 487. 488.,(2) ESTATAL,(2) CÓDIGO,(2) 29.07.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÍ,NORMA (1): DECLARACIÓN DE LOS DERECHOS DEL HOMBRE Y DEL CIUDADANO. NORMA (2): CONVENCIÓN AMERICANA SOBRE DERECHOS HUMANOS. ART.: 8 NORMA (3): PACTO INTERNACIONAL DE DERECHOS CIVILES Y POLÍTICOS. ART.: 14,,,,,,,
Acción de Inconstitucionalidad,00006/1997-00,6,1997,,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRD,NO APLICA,13. 16. 17; PÁRRAFO TERCERO. 40. 41. 71. 72. 94. 95; FRACCIONES III; IV Y V. 99. 100; PÁRRAFO SEXTO. 116; FRACCIONES III Y IV; INCISO C) Y H). 120. 128. 133.,29.10.1997,30.10.1997,OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,31.10.1997,ADMISIÓN,NO,NO,,PLENO,01.12.1997,OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,02.12.1997,NORMA (A): DECRETO 202 QUE ADICIONA Y REFORMA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE OAXACA. ART.: TODO. NORMA (B): DECRETO 303 QUE REFORMA; ADICIONA Y DEROGA DIVERSOS ARÍCULOS DEL CÓDIGO DE INSTITUCIONES POLÍTICAS Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE OAXACA. ART.: TODO. NORMA (C): CÓDIGO DE INSTITUCIONES POLÍTICAS Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE OAXACA. ART.: 42-A; INCISO D).,SÍ,NORMA (C): CÓDIGO DE INSTITUCIONES POLÍTICAS Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE OAXACA. ART.: 42-A; INCISO E).,,,,ELECTORAL,CONGRESO DEL ESTADO DE OAXACA,ESTATAL,LVI,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE OAXACA,ESTATAL,OAXACA,NORMA (1): DECRETO 202 QUE ADICIONA Y REFORMA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE OAXACA.,(1) ESTATAL,(1) DECRETO,(1) 29.09.1997,CONGRESO DEL ESTADO DE OAXACA,ESTATAL,LVI,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE OAXACA,ESTATAL,OAXACA,NORMA (2): DECRETO 303 QUE REFORMA; ADICIONA Y DEROGA DIVERSOS ARTÍCULOS DEL CÓDIGO DE INSTITUCIONES POLÍTICAS Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE OAXACA.,(2) ESTATAL,(2) DECRETO,(2) 01.10.1997,CONGRESO DEL ESTADO DE OAXACA,ESTATAL,LVI,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE OAXACA,ESTATAL,OAXACA,NORMA (3): DECRETO 205 POR EL CUAL SE ADICIONA EL CÓDIGO DE INSTITUCIONES POLÍTICAS Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE OAXACA.,(3) ESTATAL,(3) DECRETO,(3) 09.10.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00007/1997-00,7,1997,,PARTIDO DEL TRABAJO,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PT,NO APLICA,40. 41; FRACCIÓN I. 115; FRACCIÓN VIII. 116; FRACCIÓN II; PÁRRAFO TERCERO.,05.11.1997,06.11.1997,JUVENTINO V. CASTRO Y CASTRO,06.11.1997,ADMISIÓN,NO,NO,,PLENO,11.12.1997,JUVENTINO V. CASTRO Y CASTRO,12.12.1997,NORMA (A): CONSTITUCIÓN POLÍTICA DEL ESTADO DE BAJA CALIFORNIA. ART.: 14; 15; FRACCIÓN I; INCISO B); 78; FRACCIÓN II; INCISO B). NORMA (B): LEY DE INSTITUCIONES Y PROCESOS ELECTORALES DEL ESTADO DE BAJA CALIFORNIA. ART.: 27; 28; FRACCIÓN II Y 36; FRACCIÓN II.,NO,,,,,ELECTORAL,CONGRESO DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,XV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,BAJA CALIFORNIA,NORMA (1): CONSTITUCIÓN POLÍTICA DEL ESTADO DE BAJA CALIFORNIA. ART.: 14. 15; FRACCIÓN I; INCISO B). 78; FRACCIÓN II; INCISO B).,(1) ESTATAL,(1) CONSTITUCIÓN,(1) 06.10.1997,CONGRESO DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,XV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,BAJA CALIFORNIA,NORMA (2): LEY DE INSTITUCIONES Y PROCESOS ELECTORALES DEL ESTADO DE BAJA CALIFORNIA. ART.: 27. 28; FRACCIÓN II. 36; FRACCIÓN II.,(2) ESTATAL,(2) LEY,(2) 10.10.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00008/1997-00,8,1997,,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRI,NO APLICA,16. 41. 105; FRACCIÓN II; INCISO F); PÁRRAFO TERCERO. 116; FRACCIÓN IV; INCISO B).,09.11.1997,10.11.1997,JUAN DÍAZ ROMERO,11.11.1997,ADMISIÓN,NO,NO,,PLENO,11.12.1997,JUAN DÍAZ ROMERO,12.12.1997,NORMA (A): LEY DE INSTITUCIONES Y PROCESOS ELECTORALES DEL ESTADO DE BAJA CALIFORNIA. ART.: 228 Y DÉCIMO PRIMERO TRANSITORIO.,NO,,,,,ELECTORAL,CONGRESO DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,XV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,BAJA CALIFORNIA,NORMA (1): LEY DE INSTITUCIONES Y PROCESOS ELECTORALES DEL ESTADO DE BAJA CALIFORNIA. ART.: 228. DÉCIMO PRIMERO TRANSITORIO.,(1) ESTATAL,(1) LEY,(1) 10.10.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00009/1997-00,9,1997,,INTEGRANTES DE LA LVIII LEGISLATURA DEL CONGRESO DEL ESTADO DE CHIHUAHUA,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PAN - PCDP,7. 16. 41. 116.,13.11.1997,14.11.1997,HUMBERTO ROMÁN PALACIOS,17.11.1997,ADMISIÓN,NO,NO,,PLENO,11.12.1997,HUMBERTO ROMÁN PALACIOS,12.12.1997,NORMA (B): DECRETO 618/97 VII P.E. MEDIANTE EL CUAL SE REFORMAN; DEROGAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY ELECTORAL DEL ESTADO DE CHIHUAHUA. ART.: TODO.,SÍ,NORMA (A): LEY ELECTORAL DEL ESTADO DE CHIHUAHUA. ART.: 13; INCISO G).,,,,ELECTORAL,CONGRESO DEL ESTADO DE CHIHUAHUA,ESTATAL,LVIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CHIHUAHUA,ESTATAL,CHIHUAHUA,NORMA (1): DECRETO 618/97 VII P.E. MEDIANTE EL CUAL SE REFORMAN; DEROGAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY ELECTORAL DEL ESTADO DE CHIHUAHUA.,(1) ESTATAL,(1) DECRETO,(1) 18.10.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00010/1997-00,10,1997,,PARTIDO DEL COMITÉ DE DEFENSA POPULAR,PARTIDO POLÍTICO CON REGISTRO ESTATAL,PARTIDO POLÍTICO ESTATAL,OTRO,NO APLICA,13. 14. 16. 105; FRACCIÓN II; PÁRRAFO PENÚLTIMO. 116; FRACCIÓN II. 124.,17.11.1997,18.11.1997,MARIANO AZUELA GÜITRÓN,18.11.1997,ADMISIÓN,NO,NO,,PLENO,11.12.1997,MARIANO AZUELA GÜITRÓN,12.12.1997,NORMA (A): DECRETO 618/97 VII; P.E.; POR MEDIO DEL CUAL SE REFORMA LA LEY ELECTORAL DEL ESTADO DE CHIHUAHUA. ART.: TODO.,NO,,,,,ELECTORAL,CONGRESO DEL ESTADO DE CHIHUAHUA,ESTATAL,LVIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CHIHUAHUA,ESTATAL,CHIHUAHUA,NORMA (1): DECRETO 618/97 VII P.E. POR MEDIO DEL CUAL SE REFORMA LA LEY ELECTORAL DEL ESTADO DE CHIHUAHUA.,(1) ESTATAL,(1) DECRETO,(1) 18.10.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00001/1998-00,1,1998,,INTEGRANTES DE LA XLVII LEGISLATURA DEL CONGRESO DEL ESTADO DE MORELOS,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,NO APLICA,5; FRACCIÓN IV. 14. 16. 36; FRACCIÓN IV. 38. 39. 40. 41. 108. 109. 110. 111. 112. 113. 116.,11.12.1997,05.01.1998,GENARO DAVID GÓNGORA PIMENTEL,07.01.1998,ADMISIÓN,NO,NO,,PLENO,20.10.1998,GENARO DAVID GÓNGORA PIMENTEL,10.11.1998,NORMA (A): LEY ORGÁNICA DEL CONGRESO DEL ESTADO DE MORELOS. ART.: LOS 75 ARTÍCULOS QUE INTEGRAN LA LEY; CON EXCEPCIÓN DEL 22.,SÍ,NORMA (A): LEY ORGÁNICA DEL CONGRESO DEL ESTADO DE MORELOS. ART.: 22.,,,,ADMINISTRATIVA,CONGRESO DEL ESTADO DE MORELOS,ESTATAL,XLVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE MORELOS,ESTATAL,MORELOS,NORMA (1): LEY ORGÁNICA DEL CONGRESO DEL ESTADO DE MORELOS.,(1) ESTATAL,(1) LEY,(1) 12.11.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00002/1998-00,2,1998,,PARTIDO ACCIÓN NACIONAL,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PAN,NO APLICA,105; FRACCIÓN II; PÁRRAFO PENÚLTIMO.,26.01.1998,27.01.1998,GUILLERMO I. ORTIZ MAYAGOITIA,28.01.1998,ADMISIÓN,NO,NO,,PLENO,24.02.1998,GUILLERMO I. ORTIZ MAYAGOITIA,03.03.1998,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. IV; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,ELECTORAL,CONGRESO DEL ESTADO DE ZACATECAS,ESTATAL,LV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE ZACATECAS,ESTATAL,ZACATECAS,NORMA (1): DECRETO 232 POR MEDIO DEL CUAL SE ESTABLECE LA DISTRITACIÓN DE LOS 18 DISTRITOS ELECTORALES UNINOMINALES DEL ESTADO DE ZACATECAS.,(1) ESTATAL,(1) DECRETO,(1) 27.12.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO HAY DATOS,,,,,,,,
Acción de Inconstitucionalidad,00003/1998-00,3,1998,,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRD,NO APLICA,14. 16. 41; PÁRRAFO PRIMERO. 105; FRACCIÓN II; PÁRRAFO PENÚLTIMO.,26.01.1998,27.01.1998,SERGIO SALVADOR AGUIRRE ANGUIANO,28.01.1998,ADMISIÓN,NO,NO,,PLENO,24.02.1998,SERGIO SALVADOR AGUIRRE ANGUIANO,03.03.1998,,SÍ,NORMA (A): DECRETO 232 MEDIANTE EL CUAL SE DISPONE Y DETERMINA LA DIVISIÓN GEOGRÁFICA DE LOS 18 DISTRITOS ELECTORALES UNINOMINALES DEL ESTADO DE ZACATECAS. ART.: TODO.,,,,ELECTORAL,CONGRESO DEL ESTADO DE ZACATECAS,ESTATAL,LV,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE ZACATECAS,ESTATAL,ZACATECAS,NORMA (1): DECRETO 232 POR MEDIO DEL CUAL SE ESTABLECE LA DISTRITACIÓN DE LOS 18 DISTRITOS ELECTORALES UNINOMINALES DEL ESTADO DE ZACATECAS.,(1) ESTATAL,(1) DECRETO,(1) 27.12.1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
